customer_id,true_offer,recommendation_1,confidence_1,recommendation_2,confidence_2,recommendation_3,confidence_3,hit_in_topk
C03392,Device Upgrade Offer,Device Upgrade Offer,0.7937160582290683,Family Plan Offer,0.1113109282776792,Data Booster,0.03747942042967783,True
C00933,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C05675,General Offer,General Offer,0.988985226890612,Streaming Partner Pack,0.009369062111765152,Retention Offer,0.0008228554843682531,True
C08843,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C03390,General Offer,General Offer,0.9709119975526003,Device Upgrade Offer,0.024912140331291188,Data Booster,0.0033319504645526205,True
C08723,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C07702,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C08470,General Offer,General Offer,0.9621358598125216,Device Upgrade Offer,0.035848245181653145,"General Offer""",0.0020158949701199382,True
C03555,General Offer,General Offer,0.9754107359334496,Retention Offer,0.024589264025612092,Top-up Promo,5.848345546387674e-12,True
C08004,General Offer,General Offer,0.9968079659739276,Top-up Promo,0.003192033986338065,Streaming Partner Pack,5.6763283140494455e-12,True
C00489,Device Upgrade Offer,Device Upgrade Offer,0.9401488670694456,General Offer,0.04627235492361607,Data Booster,0.01357877797024309,True
C05457,General Offer,General Offer,0.9991963593820384,Retention Offer,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C05681,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C02630,General Offer,General Offer,0.9819361257036373,Roaming Pass,0.014781920669815544,Data Booster,0.0032819535915298735,True
C00905,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C04004,Device Upgrade Offer,Device Upgrade Offer,0.9692342494812601,General Offer,0.029080843824973748,Retention Offer,0.0008424533320958151,True
C08722,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C08480,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C07363,General Offer,General Offer,0.9972673818032946,Data Booster,0.001923771770036698,"General Offer""",0.0008088463925950758,True
C01709,General Offer,General Offer,0.9991963593820384,Roaming Pass,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C08141,General Offer,General Offer,0.9991963593820384,Roaming Pass,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C00710,Device Upgrade Offer,Device Upgrade Offer,0.6552538802449671,General Offer,0.31384996434849954,Data Booster,0.02893572979243316,True
C06244,General Offer,General Offer,0.9753314824233522,Device Upgrade Offer,0.009652546290464765,Data Booster,0.009652546290464765,True
C06524,General Offer,General Offer,0.9948518197013417,"General Offer""",0.0032127907968834716,Roaming Pass,0.0019353894674954497,True
C08262,General Offer,General Offer,0.9800177935675383,Device Upgrade Offer,0.016692342071746254,Data Booster,0.0032898643256137447,True
C04232,Device Upgrade Offer,Device Upgrade Offer,0.5188688009034716,General Offer,0.41743240067941123,Family Plan Offer,0.0281685496985711,True
C09470,General Offer,General Offer,0.9980827280717023,Device Upgrade Offer,0.001917271888679376,Top-up Promo,5.659756910892866e-12,True
C06688,General Offer,General Offer,0.6063054833699959,Device Upgrade Offer,0.3177608431425337,Data Booster,0.0684784439623093,True
C08894,General Offer,General Offer,0.7267502681631458,Device Upgrade Offer,0.268585322309607,Data Booster,0.0037217659633021504,True
C09272,Device Upgrade Offer,Device Upgrade Offer,0.8175709972624894,General Offer,0.1679647402905386,Data Booster,0.014464262407883725,True
C04869,General Offer,General Offer,0.9563313575901646,Device Upgrade Offer,0.04281853840526577,Retention Offer,0.000850103968757986,True
C01352,General Offer,General Offer,0.9972673818032946,Device Upgrade Offer,0.001923771770036698,Retention Offer,0.0008088463925950758,True
C03278,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C09852,General Offer,General Offer,0.9972673818032946,Roaming Pass,0.001923771770036698,"General Offer""",0.0008088463925950758,True
C09909,Device Upgrade Offer,Device Upgrade Offer,0.9489393045746318,General Offer,0.050205559514445934,Family Plan Offer,0.000855135874898573,True
C02194,Top-up Promo,Streaming Partner Pack,0.9853581279583375,General Offer,0.014641872001196007,Top-up Promo,5.780936172525238e-12,True
C01412,Streaming Partner Pack,Roaming Pass,0.9806290380557303,General Offer,0.018540819925814245,Data Booster,0.0008301419834847825,False
C03604,Retention Offer,"General Offer""",0.8358568604753056,Device Upgrade Offer,0.049408465302512916,Data Booster,0.049408465302512916,False
C00580,Device Upgrade Offer,Device Upgrade Offer,0.9490674993674757,General Offer,0.04802982255133978,Data Booster,0.0020434944656462914,True
C01617,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C04281,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C05469,Data Booster,Data Booster,0.91935789262027,Device Upgrade Offer,0.07032381150831085,General Offer,0.0050296175821276465,True
C02272,Device Upgrade Offer,Device Upgrade Offer,0.7480501876301413,General Offer,0.24653066240613417,"General Offer""",0.0022389034891189923,True
C04537,General Offer,General Offer,0.9991963593820384,Roaming Pass,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C04360,Device Upgrade Offer,Device Upgrade Offer,0.9816946088179538,General Offer,0.011230041167326564,Data Booster,0.0062406721817957235,True
C08555,General Offer,General Offer,0.6375883658897924,Device Upgrade Offer,0.3591893483574932,Data Booster,0.0022684992679986777,True
C04108,General Offer,General Offer,0.9991963593820384,Roaming Pass,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C03154,General Offer,General Offer,0.9991963593820384,Retention Offer,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C00978,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C07433,Data Booster,Data Booster,0.8902422971526304,Device Upgrade Offer,0.0938476591575375,General Offer,0.014100897652143358,True
C00323,Device Upgrade Offer,Device Upgrade Offer,0.8949706398153071,"General Offer""",0.08536681926833012,General Offer,0.016090131901831575,True
C05152,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C01967,General Offer,General Offer,0.9968079659739277,Roaming Pass,0.003192033986338065,Top-up Promo,5.676328314049446e-12,True
C09637,Device Upgrade Offer,Device Upgrade Offer,0.940605900283246,General Offer,0.04389635071019705,Data Booster,0.015497748969843754,True
C08097,General Offer,General Offer,0.9749600129454665,Device Upgrade Offer,0.0187598912747853,Data Booster,0.006280095744364305,True
C05764,Top-up Promo,Streaming Partner Pack,0.9954136841446093,General Offer,0.004586315815544418,Top-up Promo,5.692336120608429e-12,True
C06377,General Offer,General Offer,0.9983872809561679,Retention Offer,0.0008063595049316077,Family Plan Offer,0.0008063595049316077,True
C06075,Data Booster,Data Booster,0.9863280678609226,Device Upgrade Offer,0.012847748644534977,General Offer,0.0008241834598225462,True
C01141,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C02482,Streaming Partner Pack,Roaming Pass,0.9481287504541913,General Offer,0.046017885904875835,Device Upgrade Offer,0.0020603931883110835,False
C03837,General Offer,General Offer,0.6898169725310204,Device Upgrade Offer,0.305058710774503,Data Booster,0.002266048537034144,True
C02160,General Offer,General Offer,0.9983872809561679,Retention Offer,0.0008063595049316077,"General Offer""",0.0008063595049316077,True
C09753,General Offer,General Offer,0.9980827280717024,Roaming Pass,0.0019172718886793763,Top-up Promo,5.659756910892866e-12,True
C09745,General Offer,General Offer,0.9689140253118121,"General Offer""",0.031085974646980766,Top-up Promo,5.8867477365695434e-12,True
C05863,General Offer,General Offer,0.9991963593820384,Retention Offer,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C05709,Data Booster,Data Booster,0.9592374013412868,General Offer,0.02741007443412071,Device Upgrade Offer,0.01335252418850864,True
C05910,Device Upgrade Offer,Device Upgrade Offer,0.9066975134595934,General Offer,0.07377520408207808,Data Booster,0.01597944801616966,True
C02990,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C06202,General Offer,General Offer,0.7282312387014033,Device Upgrade Offer,0.2654809334035969,Data Booster,0.005343263413502427,True
C06766,General Offer,General Offer,0.9501703697297836,Device Upgrade Offer,0.03248804829088179,Family Plan Offer,0.006551571666693129,True
C07847,General Offer,General Offer,0.9991963593820384,Roaming Pass,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C07557,Top-up Promo,Streaming Partner Pack,0.9774930735015495,"General Offer""",0.02250692645760402,Top-up Promo,5.835226464962209e-12,True
C06671,General Offer,General Offer,0.9991963593820384,"General Offer""",0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C06604,Data Booster,Data Booster,0.9794204496802833,Device Upgrade Offer,0.01859893958555569,General Offer,0.00198061069908064,True
C04262,Device Upgrade Offer,Device Upgrade Offer,0.977410840740502,General Offer,0.020603939547305695,Data Booster,0.001985219677030273,True
C00043,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C06463,General Offer,General Offer,0.9991963593820384,"General Offer""",0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C00599,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C02584,General Offer,General Offer,0.9980827280717024,"General Offer""",0.0019172718886793763,Top-up Promo,5.659756910892866e-12,True
C07052,Retention Offer,"General Offer""",0.9349052982787917,General Offer,0.06336226034467968,Streaming Partner Pack,0.000866220673059881,False
C00893,Retention Offer,"General Offer""",0.8532335893916272,General Offer,0.06761623016477844,Device Upgrade Offer,0.03570590265944698,False
C08551,Data Booster,Data Booster,0.9316676314786934,General Offer,0.054398772284141625,Device Upgrade Offer,0.010063682879868958,True
C03351,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C02528,General Offer,General Offer,0.7363327013514332,Device Upgrade Offer,0.2599646480676712,Data Booster,0.003702650541389529,True
C06148,Device Upgrade Offer,Device Upgrade Offer,0.8757441552693374,General Offer,0.12425584468692943,Top-up Promo,6.2476143661208e-12,True
C02399,General Offer,General Offer,0.9980827280717024,"General Offer""",0.0019172718886793763,Top-up Promo,5.659756910892866e-12,True
C09460,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C07109,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C07287,General Offer,General Offer,0.9972673818032946,"General Offer""",0.001923771770036698,Streaming Partner Pack,0.0008088463925950758,True
C05911,General Offer,General Offer,0.9954136841446093,Roaming Pass,0.004586315815544418,Top-up Promo,5.692336120608429e-12,True
C00245,General Offer,General Offer,0.6842150737032626,Device Upgrade Offer,0.16844286779306852,Data Booster,0.09928808413693453,True
C08303,Retention Offer,General Offer,0.4986784962327854,"General Offer""",0.3522029004822217,Streaming Partner Pack,0.1480830782287305,False
C03803,General Offer,General Offer,0.829626916800543,Roaming Pass,0.15311907253812468,Device Upgrade Offer,0.008793329320289926,True
C00458,Top-up Promo,Streaming Partner Pack,0.9853581279583375,General Offer,0.014641872001196007,Top-up Promo,5.780936172525238e-12,True
C00770,General Offer,General Offer,0.9983872809561679,Streaming Partner Pack,0.0008063595049316077,Roaming Pass,0.0008063595049316077,True
C03584,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C00759,Data Booster,Data Booster,0.9514704882576324,General Offer,0.03872204726228996,Device Upgrade Offer,0.009807464443791814,True
C00635,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C05696,General Offer,General Offer,0.9983872809561679,Roaming Pass,0.0008063595049316077,"General Offer""",0.0008063595049316077,True
C06092,Device Upgrade Offer,Device Upgrade Offer,0.9573783940910913,General Offer,0.027607704111514142,Data Booster,0.011607609710378738,True
C08629,General Offer,General Offer,0.9412632653760847,Device Upgrade Offer,0.0578767188380502,Roaming Pass,0.0008600157496359246,True
C09555,Device Upgrade Offer,Device Upgrade Offer,0.9383277872085961,General Offer,0.05350818328380601,Data Booster,0.008164029470973612,True
C00619,Retention Offer,"General Offer""",0.9951582562035969,General Offer,0.0032137804079539626,Device Upgrade Offer,0.0008139816799371174,False
C04134,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C09881,Device Upgrade Offer,Device Upgrade Offer,0.9309705666999738,General Offer,0.06399310151586697,Roaming Pass,0.0020807434522747688,True
C07118,Top-up Promo,Streaming Partner Pack,0.9535394102790874,General Offer,0.043083426764809335,"General Offer""",0.0033771629200701286,False
C01969,General Offer,General Offer,0.9972673818032946,Roaming Pass,0.001923771770036698,Family Plan Offer,0.0008088463925950758,True
C03910,General Offer,General Offer,0.9906516390406045,Roaming Pass,0.007706930828082063,Top-up Promo,0.0008207150512510079,True
C04543,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C08631,Data Booster,Data Booster,0.7808269531048643,General Offer,0.18157869455528478,Device Upgrade Offer,0.030887655750788518,True
C05123,Top-up Promo,Streaming Partner Pack,0.9370800376732541,"General Offer""",0.06291996228447067,Top-up Promo,6.039318094108068e-12,True
C04499,General Offer,General Offer,0.9983872809561679,Roaming Pass,0.0008063595049316077,"General Offer""",0.0008063595049316077,True
C00486,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C04161,General Offer,General Offer,0.9991963593820384,"General Offer""",0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C00549,Device Upgrade Offer,Device Upgrade Offer,0.5931735518760755,General Offer,0.39582390248805793,Data Booster,0.011002545595159105,True
C01178,General Offer,General Offer,0.9714192105984074,Data Booster,0.026899566467842577,Retention Offer,0.0008406114521200805,True
C03725,Top-up Promo,Streaming Partner Pack,0.9514357697985238,"General Offer""",0.04771075424748129,General Offer,0.00085347591804124,False
C03348,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C01978,General Offer,General Offer,0.9991963593820384,Roaming Pass,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C03698,Retention Offer,"General Offer""",0.8051125216553672,General Offer,0.19270219108154724,Retention Offer,0.0021852872243800663,True
C05381,Data Booster,Data Booster,0.9334788549265254,"General Offer""",0.039621774104297784,Device Upgrade Offer,0.026017997822565277,True
C09658,Device Upgrade Offer,Device Upgrade Offer,0.9370800376732541,General Offer,0.06291996228447067,Top-up Promo,6.039318094108068e-12,True
C07429,General Offer,General Offer,0.9806290380557303,Streaming Partner Pack,0.018540819925814245,"General Offer""",0.0008301419834847825,True
C08662,General Offer,General Offer,0.9980827280717024,Roaming Pass,0.0019172718886793763,Top-up Promo,5.659756910892866e-12,True
C01841,Device Upgrade Offer,Device Upgrade Offer,0.7893912685722099,"General Offer""",0.1999358852676485,General Offer,0.008798856559235162,True
C00731,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C04604,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C08150,General Offer,General Offer,0.8848676860855936,Device Upgrade Offer,0.10532289458962228,Roaming Pass,0.006756466838127673,True
C07209,Data Booster,Data Booster,0.7012142431004831,General Offer,0.17286656986443252,Device Upgrade Offer,0.11491178380381752,True
C07473,Streaming Partner Pack,Device Upgrade Offer,0.7390422585968435,General Offer,0.13982688057456344,Roaming Pass,0.11026103350855702,False
C01126,General Offer,General Offer,0.9544995314255477,Device Upgrade Offer,0.03218509069812674,Data Booster,0.008151793486123276,True
C04586,General Offer,General Offer,0.9711473370343323,Roaming Pass,0.022961361127649974,"General Offer""",0.0033476431170203955,True
C07621,General Offer,General Offer,0.9710688438790637,Streaming Partner Pack,0.024916164771925514,Retention Offer,0.0020074956596902185,True
C02506,General Offer,General Offer,0.9983872809561679,Roaming Pass,0.0008063595049316077,"General Offer""",0.0008063595049316077,True
C06566,Retention Offer,"General Offer""",0.9701666645712287,General Offer,0.026984441037035133,Roaming Pass,0.0020056305797258502,False
C06047,General Offer,General Offer,0.7998553044181088,Device Upgrade Offer,0.19237257005630454,Data Booster,0.003685290941074647,True
C05311,General Offer,General Offer,0.9953133169280172,Roaming Pass,0.0019362872663978572,Data Booster,0.0019362872663978572,True
C03046,Data Booster,Data Booster,0.9570251481617522,General Offer,0.03405470697529666,Device Upgrade Offer,0.008061655018951648,True
C00773,Device Upgrade Offer,Roaming Pass,0.741542061444631,Device Upgrade Offer,0.23012328471455792,General Offer,0.026047024902780845,True
C02893,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C03466,General Offer,General Offer,0.9959859041715512,Roaming Pass,0.0032028759737511084,"General Offer""",0.0008112198205240613,True
C01049,Streaming Partner Pack,Roaming Pass,0.862157810500602,General Offer,0.1274462010221004,Data Booster,0.008570610878362736,False
C04291,General Offer,General Offer,0.9991963593820384,Roaming Pass,0.0008036405784649112,Top-up Promo,5.642394220523117e-12,True
C07226,Data Booster,Data Booster,0.8309934112275325,General Offer,0.16289707497678055,Roaming Pass,0.005191735855992709,True
C06223,General Offer,General Offer,0.9580309280415604,Device Upgrade Offer,0.03393561026324419,"General Offer""",0.008033461659156924,True
C01964,General Offer,General Offer,0.9834634135064536,Device Upgrade Offer,0.009479346255116573,Data Booster,0.0062246988127221,True
C06999,General Offer,General Offer,0.9983872809561679,Streaming Partner Pack,0.0008063595049316077,"General Offer""",0.0008063595049316077,True
C09693,General Offer,General Offer,0.9983872809561679,"General Offer""",0.0008063595049316077,Device Upgrade Offer,0.0008063595049316077,True
C02005,General Offer,General Offer,0.9620706138389488,Device Upgrade Offer,0.03792938611958431,Top-up Promo,5.923839233898276e-12,True
C01826,General Offer,General Offer,0.9975727178537511,Roaming Pass,0.0008090940392818595,Retention Offer,0.0008090940392818595,True
C00351,Retention Offer,"General Offer""",0.972158932449193,Streaming Partner Pack,0.017003197062600867,General Offer,0.007970375727532428,False
C08808,General Offer,General Offer,0.9980827280717024,Roaming Pass,0.0019172718886793763,Top-up Promo,5.659756910892866e-12,True
C03597,Streaming Partner Pack,Roaming Pass,0.941402651611735,General Offer,0.053433254869267505,Data Booster,0.0034277448980499455,False
C01202,Data Booster,Data Booster,0.9145121606767714,General Offer,0.07799072873742603,Device Upgrade Offer,0.006612677730335191,True
C07469,General Offer,General Offer,0.9999999999550127,Top-up Promo,5.623413251650514e-12,Streaming Partner Pack,5.623413251650514e-12,True
C01814,Retention Offer,"General Offer""",0.9980827280717024,General Offer,0.0019172718886793763,Top-up Promo,5.659756910892866e-12,False
C04114,Streaming Partner Pack,Roaming Pass,0.9163578818370457,General Offer,0.07777115351690017,Data Booster,0.004989021824241115,False
C04716,Retention Offer,"General Offer""",0.9333196540858499,General Offer,0.06581559435643818,Retention Offer,0.0008647515212831478,True
C08548,Device Upgrade Offer,Device Upgrade Offer,0.8398743468502603,General Offer,0.15796611035390742,Data Booster,0.0021595427575825535,True
C03610,Device Upgrade Offer,Device Upgrade Offer,0.9587976442159376,General Offer,0.02968929646975266,Data Booster,0.009792899662803214,True
C01694,Device Upgrade Offer,Device Upgrade Offer,0.836187284129207,Roaming Pass,0.11678674651748626,Data Booster,0.028014657114797916,True
C03414,General Offer,General Offer,0.9968079659739276,Device Upgrade Offer,0.003192033986338065,Top-up Promo,5.6763283140494455e-12,True
C06252,Data Booster,Data Booster,0.9739638584344318,Device Upgrade Offer,0.022723218350884592,General Offer,0.003312923179335745,True
C02883,Top-up Promo,Streaming Partner Pack,0.9815227924214093,General Offer,0.01847720753793157,Top-up Promo,5.808464611346175e-12,True
